id_restroom,STORE_NAME,STORE_LOCATION,city,Latitude,Longitude,Place_type
2078,Prospect Park (Middle Long Meadow),Picnic House,,45.5176,-122.6813,restroom
2079,Prospect Park (The Bandshell),Prospect Park West/7th Street/15th Street,,40.6725,-73.9705,restroom
2080,PS 286 Playground,"Avenue Y, between Brown & Haring streets",,40.5897,-73.9586,restroom
2081,Sternberg Park,"Montrose Avenue, Boerum, Lorimer, Leonard streets",,40.7078,-73.9399,restroom
2082,Tiger Playground,Evergreen Avenue & Eldert Street,,40.6881,-73.9117,restroom
2083,Yak Playground,Avenue Y between Coyle & Batchelder streets,,40.5897,-73.9586,restroom
2084,Carl Schurz Park,East 84 Street & East End Avenue,,40.7736,-73.9457,restroom
2085,Central Park (Dana Discovery Center),110th Street between Fifth Avenue and Malcolm X Boulevard,,40.8096,-73.9442,restroom
2086,Central Park Delacorte Comfort Station,Mid-Park at 80th Street,,37.4919,-86.2799,restroom
2087,Central Park (North Meadow Recreation Center),Mid-park at 97th Street,,37.4919,-86.2799,restroom
2088,Central Park (Wollman Rink),Center Drive to East Drive (including Gapstow Bridge),,40.7669,-73.9738,restroom
2089,Chelsea Recreation Center,"South of West 25 Street, 9 to 10 avenues",,40.7434,-73.9896,restroom
2090,Fort Tryon Park (Anne Loftus Playground),Broadway & Dyckman Street,,40.8655,-73.9273,restroom
2091,Fort Washington Park (Lily Brown Playground),"West 162 Street, east of Riverside Drive",,40.8349,-73.9378,restroom
2092,Hamilton Fish Park (Recreation Center),Between East Houston & Stanton streets,,29.6933,-95.4235,restroom
2093,J. Hood Wright Park,"Ft. Washington & Haven avenues, West 173 Street",,40.8421,-73.9423,restroom
2094,Jackie Robinson Park (Recreation Center),"Bradhurst & Edgecombe avenues,West 145 to West 155 streets",,40.8215,-73.9446,restroom
2095,Morningside Park,West 123 Street & Morningside Avenue,,40.8101,-73.955,restroom
2096,Riverside Park (CafÃƒÂ©),"105th Street, next to Henry Hudson Parkway",,40.8403,-73.9461,restroom
2097,Sara D. Roosevelt Park,East Houston Street to Canal Street,,40.7221,-73.9858,restroom
2098,Cunningham Park (HQ8),"South of Union Turnpike, between Francis Lewis Boulevard & 193rd Street",,40.7241,-73.7639,restroom
2099,Flushing Meadows Corona Park (Passerelle),"Unisphere Fountain to pool, at Meridian Road",,40.7464,-73.8451,restroom
2100,Flushing Meadows Corona Park (Playground for All Children),111 Street and Corona Avenue,,40.7408,-73.8501,restroom
2101,Juniper Valley Park,Lutheran Avenue; North and South Juniper boulevards; and the pathway from 76th Street on north end to 75th Street on south end,,35.2126,-80.8588,restroom
2102,Michaelis-Bayswater Park,"Beach Channel Drive, B 32 Street, Dwight Avenue, Norton Avenue",,40.5885,-73.8174,restroom
2103,Arrochar Playground,"Sand Lane, Major Avenue, McFarland Avenue",,40.5978,-74.0718,restroom
2104,Blood Root Valley (Greenbelt Nature Center),"Rockland, Manor and Brielle avenues, Forest Hill Road",,45.5484,-75.2916,restroom
2105,Blood Root Valley (Park House),"Rockland, Manor and Brielle avenues, Forest Hill Road",,45.5484,-75.2916,restroom
2106,Blue Heron Park Preserve (Nature Center),Poillon Avenue,,40.5303,-74.1765,restroom
2107,Double Nickel Playground,Osborne Street and Preston Avenue,,49.8727,-97.1405,restroom
2108,Grandview Playground,"Grandview Avenue, Continental Place",,40.6306,-74.1652,restroom
2109,High Rock Park (McArthur Park),Richmond Parkway & Moravian Cemetery at Rockland Avenue,,40.5885,-74.1446,restroom
2110,Joline Pool Playground (Modular Equipment),"Joline Avenue, Hylan Boulevard",,40.5062,-74.2349,restroom
2111,Markham Playground,"Willowbrook Parkway, Forest Avenue & Houston Street",,29.8531,-95.2086,restroom
2112,Midland Beach & Boardwalk,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",,40.5812,-74.0758,restroom
2113,Midland Field,Midland Avenue & Mason Avenue,,40.5748,-74.0976,restroom
2114,South Beach (Saturn Playground),"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",,40.5812,-74.0758,restroom
2115,Todt Hill Playground,Schmidts Lane & Manor Road,,40.6088,-74.1212,restroom
2116,Coney Island,Brighton 2nd,,40.5769,-73.9651,restroom
2117,Coney Island,W 33 St.,,40.7521,-73.9954,restroom
2118,Marine Park Nature Center,East 33rd Street and Avenue U,,40.6051,-73.9299,restroom
2119,Bendheim Playground,100th Street and Fifth Ave,,40.7744,-73.9656,restroom
2120,Liberty Pool,173rd Street and 106th Avenue,,40.8446,-73.9387,restroom
2121,Rockaway Beach 86 Comfort Station,Beach 86 Street,,40.5891,-73.8115,restroom
2122,Rockaway Beach 97 Comfort Station,Beach 97 Street,,40.5849,-73.8188,restroom
2123,Rockaway Beach 106 Comfort Station,Beach 106 Street,,40.5829,-73.8279,restroom
2124,Rockaway Beach 117th L/G,Beach 117 Street,,40.5795,-73.8381,restroom
2125,Bloomingdale Park,"Richmond Pkwy, Bloomingdale Rd., Lenevar Ave",,40.5351,-74.208,restroom
2126,Conference House Park,"Pittsville St,Hylan Blvd.,Surf,Richard Aves",,38.3954,-75.413,restroom
1,Hilton Garden Inn Albany/SUNY Area,1389 Washington Ave,,42.6875,-73.8164,hotel
2,Courtyard by Marriott Albany Thruway,1455 Washington Avenue,,42.6897,-73.8202,hotel
3,Radisson Hotel Albany,205 Wolf Rd,,42.7241,-73.7982,hotel
4,Hilton Garden Inn Albany Medical Center,62 New Scotland Ave,,42.6516,-73.7764,hotel
5,CrestHill Suites SUNY University Albany,1415 Washington Avenue,,42.6887,-73.8185,hotel
6,The Desmond Hotel Albany,660 Albany Shaker Rd,,42.7287,-73.7981,hotel
7,Ramada Plaza Albany,3 Watervliet Avenue Ext,,42.6803,-73.7844,hotel
8,Hampton Inn & Suites Albany-Downtown,25 Chapel St,,42.6533,-73.7514,hotel
9,Albany Marriott,189 Wolf Rd,,42.7211,-73.8004,hotel
10,Best Western Sovereign Hotel - Albany,1228 Western Ave,,42.6781,-73.8282,hotel
11,Express Inn & Suites,16 Wolf Rd,,42.7096,-73.821,hotel
12,Hilton Albany,40 Lodge Street,,42.6508,-73.7538,hotel
13,Holiday Inn Express Albany Downtown,300 Broadway,,42.6456,-73.7499,hotel
14,Residence Inn Albany Washington Avenue,124 Washington Avenue Extension,,42.6931,-73.8494,hotel
15,Courtyard by Marriott Albany Airport,168 Wolf Rd,,42.7223,-73.8033,hotel
16,"Cocca's Inn & Suites Wolf Rd, Albany Airport",2 Wolf Road,,42.709,-73.8221,hotel
17,Days Inn and Suites Albany,1606 Central Avenue,,42.7184,-73.8338,hotel
18,Howard Johnson Inn - Albany,1614 Central Ave,,42.7191,-73.8346,hotel
19,Hampton Inn Albany-Western Ave/University Area,1442 Western Ave,,42.6803,-73.8353,hotel
20,TownePlace Suites by Marriott Albany University Area,1379 Washington Ave,,42.6867,-73.8151,hotel
21,Travelodge Inn And Suites Albany,42 Wolf Road,,42.7119,-73.8171,hotel
22,Red Roof Inn Albany Airport,188 Wolf Rd,,42.724,-73.801,hotel
23,Best Western Albany Airport Inn,200 Wolf Rd,,42.7218,-73.8024,hotel
24,Hampton Inn Albany-Wolf Road (Airport),10 Ulenski Dr,,42.7244,-73.7966,hotel
25,Days Inn Albany SUNY,1230 Western Avenue,,42.6782,-73.8284,hotel
26,Homewood Suites by Hilton Albany,216 Wolf Rd,,42.7252,-73.7982,hotel
27,Extended Stay America - Albany - SUNY,1395 Washington Ave,,42.688,-73.8173,hotel
28,SpringHill Suites by Marriott Albany-Colonie,8 California Ave,,42.7037,-73.8158,hotel
29,Quality Inn Central,1632 Central Ave,,42.7198,-73.8353,hotel
30,Econo Lodge Colonie Center Mall,1630 Central Ave,,42.7195,-73.835,hotel
31,TownePlace Suites by Marriott Albany Downtown/Medical Center,22 Holland Ave,,42.6465,-73.7721,hotel
32,Fairfield Inn by Marriott Albany University Area,1383 Washington Avenue,,42.6868,-73.8151,hotel
33,Motel 6 - Albany Airport,1600 Central Ave,,42.7178,-73.8332,hotel
34,"Motel 6 Albany, New York",100 Watervliet Ave,,42.6797,-73.783,hotel
35,Home2 Suites by Hilton Albany Airport/Wolf Rd,10 Metro Park Road,,42.7185,-73.8002,hotel
36,Staybridge Suites Albany Wolf Rd-Colonie Center,39 Wolf Rd,,42.7114,-73.8181,hotel
37,Fairfield Inn & Suites by Marriott Albany Downtown,74 State Street,,42.6496,-73.7522,hotel
38,Renaissance Albany Hotel,144 State Street,,42.6508,-73.7559,hotel
39,Red Carpet Inn & Suites - Albany Airport,1579 Central Avenue,,42.7167,-73.8305,hotel
40,Gallets House B&B,1759 Four Mile Rd,,42.0767,-78.4966,hotel
41,Tailwater Lodge,52 Pulaski St,,43.5138,-76.005,hotel
42,Homewood Suites by Hilton Buffalo/Amherst,1138 Millersport Hwy,,42.9824,-78.7964,hotel
43,DoubleTree by Hilton Hotel Buffalo - Amherst,10 Flint Rd,,42.9903,-78.7922,hotel
44,Comfort Inn University,1 Flint Rd,,42.9906,-78.7922,hotel
45,Red Roof Inn PLUS+ University at Buffalo - Amherst,42 Flint Rd,,42.9899,-78.7924,hotel
46,Residence Inn Buffalo Amherst,100 Maple Rd,,42.9914,-78.784,hotel
47,Buffalo Marriott Niagara,1340 Millersport Hwy,,42.9889,-78.7916,hotel
48,Extended Stay America - Buffalo - Amherst,125 Inn Keepers Ln,,43.0057,-78.8183,hotel
49,Staybridge Suites Buffalo-Amherst,1290 Sweethome Rd,,42.997,-78.7998,hotel
50,Courtyard by Marriott Buffalo Amherst/University,4100 Sheridan Dr,,42.9785,-78.7808,hotel
51,Sleep Inn,75 Inn Keepers Ln,,43.0064,-78.8191,hotel
52,Motel 6 Buffalo - Amherst,4400 Maple Rd,,42.9907,-78.8019,hotel
53,Rodeway Inn & Suites,1951 Niagara Falls Blvd,,43.0075,-78.8222,hotel
54,University Manor Inn,3612 Main Street,,42.9591,-78.8151,hotel
55,Hyatt Place Buffalo/Amherst,5020 Main Street,,42.9593,-78.7699,hotel
56,Candlewood Suites Buffalo - Amherst,20 Flint Road,,42.9903,-78.7923,hotel
57,Super 8 - Amsterdam,5502 Rte 30 South I 90 Exit 27,,42.9256,-74.2023,hotel
58,Knights Inn Amsterdam,Route 5S,,42.9289,-74.2007,hotel
59,Comfort Inn,7662 State Rte 434,,42.0611,-76.1436,hotel
60,Quality Inn Binghamton West,7666 Route 434,,42.0599,-76.1439,hotel
61,Ardsley Acres Hotel Westchester,560 Saw Mill River Rd,,41.0087,-73.8515,hotel
62,La Quinta inn & Suites Armonk Westchester County Airport,94 Business Park Dr,,41.1197,-73.7083,hotel
63,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,45-20 Astoria Blvd.,,40.7679,-73.9056,hotel
64,"Super 8 Long Island City, LGA Hotel",31-62 14th Street,,40.7668,-73.9335,hotel
65,Stewart House at the Athens Hotel,2 North Water Street,,42.2598,-73.808,hotel
66,Hilton Garden Inn Auburn,74 State St,,42.9331,-76.5695,hotel
67,Days Inn Auburn Fingerlakes,37 William St,,42.9283,-76.5663,hotel
68,Auburn Inn,19 McMaster St,,42.932,-76.5738,hotel
69,Holiday Inn Auburn-Finger Lakes Region,75 North St,,42.9346,-76.5664,hotel
70,Skaneateles Suites,4114 E Genesee Street,,42.9429,-76.4695,hotel
71,Inn at the Finger Lakes,12 Seminary Ave,,42.9342,-76.5623,hotel
72,The Red Mill Inn,4 Syracuse St,,43.1561,-76.332,hotel
73,Microtel Inn & Suites by Wyndham Baldwinsville/Syracuse,131 Downer St,,43.1513,-76.3453,hotel
74,Baldwinsville Bed and Breakfast,70 Oswego Street,,43.161,-76.3338,hotel
75,Roosevelt Inn And Suites,2961 State Route 9,,43.0271,-73.7924,hotel
76,Catskill Mountains Resort,211 Mail Rd,,41.5076,-74.923,hotel
77,Hampton Inn Batavia,4360 Commerce Dr,,43.0201,-78.1943,hotel
78,Best Western Crown Inn & Suites,8210 Park Rd,,43.0166,-78.1955,hotel
79,Holiday Inn Express Hotel & Suites Batavia - Darien Lake,4356 Commerce Dr,,43.0198,-78.1943,hotel
80,Comfort Inn,4371 Federal Dr,,43.021,-78.1927,hotel
81,La Quinta Inn & Suites Batavia,8200 Park Rd,,43.0161,-78.1922,hotel
82,Quality Inn & Suites Palm Island Indoor Waterpark,8250 Park Rd,,43.0164,-78.1941,hotel
83,Red Roof Inn Batavia,8204 Park Rd,,43.0161,-78.1923,hotel
84,Super 8 Batavia E Of Darien Lake Theme Park,200a Oak St,,43.0146,-78.1921,hotel
85,Days Inn Batavia,200 Oak St,,43.0146,-78.1921,hotel
86,Microtel Inn & Suites by Wyndham Bath,370 W Morris Street,,42.3396,-77.3343,hotel
87,Super 8 Bath Hammondsport Area,333 W Morris Street,,42.3362,-77.3294,hotel
88,Days Inn Bath Hammondsport,330 W Morris St,,42.3362,-77.3294,hotel
89,Budget Inn Bath,332 W. Morris Street,,42.3366,-77.3304,hotel
90,Bay Shore Inn,300 Bay Shore Rd,,40.7322,-73.2766,hotel
91,Travelodge Bay Shore Long Island,501 E Main Street,,40.7273,-73.2314,hotel
92,Adria Hotel And Conference Center,221-17 Northern Blvd,,40.7618,-73.7597,hotel
93,Anchor Inn,215-34 Northern Blvd,,40.7608,-73.7661,hotel
94,Best Western Queens Gold Coast,220-33 Northern Blvd,,40.7617,-73.7606,hotel
95,The Roundhouse,2 E Main St,,41.5025,-73.9625,hotel
96,Bellerose Inn,249-05 Jericho Turnpike,,40.7266,-73.7156,hotel
97,SpringHill Suites by Marriott Long Island Brookhaven,2 Sawgrass Dr,,40.8086,-72.9477,hotel
98,Maple Springs Lake Side Inn,4696 Chautauqua Avenue,,42.1931,-79.4179,hotel
99,Extended Stay America - Long Island - Bethpage,905 S Oyster Bay Rd,,40.76,-73.4999,hotel
100,Motel 6 Binghamton,1012 Upper Front Street,,42.1423,-75.9037,hotel
101,Holiday Inn Binghamton - Downtown (Hawley St.),2-8 Hawley Street,,42.0975,-75.9149,hotel
102,DoubleTree by Hilton Hotel Binghamton,225 Water St,,42.1009,-75.9147,hotel
103,Fairfield Inn by Marriott Binghamton,864 Upper Front St,,42.1303,-75.9058,hotel
104,Comfort Inn Binghamton,1000 Upper Front St,,42.1416,-75.9038,hotel
105,Econo Lodge Inn And Suites,690 Old Front St,,42.1253,-75.9092,hotel
106,Red Roof Inn Binghamton North,650 Old Front St,,42.1245,-75.9098,hotel
107,Park House Bed and Breakfast,85 Park Street,,42.109,-75.9455,hotel
108,Microtel Inn & Suites By Wyndham Binghamton,400 Prospect Street,,42.1189,-75.9454,hotel
109,Econo Lodge South,4344 Milestrip Rd.,,42.7899,-78.8178,hotel
110,La Quinta Inn & Suites Islip-MacArthur Airport,10 Aero Rd,,40.7799,-73.0955,hotel
111,Lakeland Inn,1630 Lakeland Avenue,,40.7849,-73.1138,hotel
112,Highlands Castle,19 Skyline Drive,,43.5646,-73.6644,hotel
113,Red Roof Inn Buffalo - Niagara Airport,146 Maple Drive,,42.949,-78.694,hotel
114,Days Inn Brewerton/Syracuse/Airport,5552 Bartel Rd,,43.2327,-76.1336,hotel
115,Topping Rose House,One Bridgehampton - Sag Harbor Turnpike,,40.9378,-72.3007,hotel
116,Playland Motel,97-20 Rockaway Beach Blvd,,40.5874,-73.8125,hotel
117,Dollingers Inn & Suites,4908 Lake Rd S,,43.1944,-77.944,hotel
118,"Hampton Inn Brockport, NY",4873 Lake Rd S,,43.1943,-77.944,hotel
119,Econo Lodge Brockport,6575 4th Section Rd,,43.1984,-77.9461,hotel
120,Opera House Hotel,436 East 149th Street,,40.8153,-73.9159,hotel
121,Rodeway Inn Bronx Zoo,3070-72 Webster Ave,,40.8705,-73.8779,hotel
122,Ramada Bronx,1000 Baychester Ave,,40.8798,-73.8319,hotel
123,Days Inn Bronx Near Stadium,997 Brook Ave,,40.8269,-73.9118,hotel
124,Howard Johnson Express Inn Bronx,1922 Boston Rd,,40.8396,-73.8815,hotel
125,Bronx Guesthouse,East 233 Street,,40.8919,-73.8527,hotel
126,Sheridan Hotel,1440 Sheridan Expy,,40.8311,-73.8848,hotel
127,Super 8 Bronx,1145 Southern Blvd,,40.8277,-73.8919,hotel
128,Residence Inn New York The Bronx At Metro Center Atrium,1776 Eastchester Rd,,40.8496,-73.8436,hotel
129,"Umbrella Hotel, An Ascend Hotel Collection Member",681 Elton Ave,,40.8189,-73.9147,hotel
130,Sheraton Brooklyn New York Hotel,228 Duffield Street,,40.6916,-73.9844,hotel
131,Best Western Plus Arena Hotel,1324 Atlantic Ave,,40.6783,-73.9486,hotel
132,Aloft New York Brooklyn,216 Duffield St,,40.6917,-73.9844,hotel
133,NU Hotel Brooklyn,85 Smith St,,40.6889,-73.989,hotel
134,Hotel BPM - Brooklyn New York,139 33rd street,,40.6565,-74.0035,hotel
135,McCarren Hotel & Pool,160 N 12th St,,40.721,-73.9554,hotel
136,"Union Hotel, an Ascend Hotel Collection Member",611 DeGraw St,,40.6791,-73.9832,hotel
137,Holiday Inn Express Brooklyn,625 Union St,,40.678,-73.9845,hotel
138,Hotel Le Bleu,370 Fourth Ave,,40.673,-73.9866,hotel
139,Condor Hotel,56 Franklin Ave,,40.6975,-73.9586,hotel
140,Hotel Indigo BROOKLYN,229 Duffield St,,40.6912,-73.9844,hotel
141,Sleep Inn Brooklyn Downtown,134 22nd St,,40.6631,-73.9978,hotel
142,La Quinta Inn & Suites Brooklyn Downtown,533 3rd Ave,,40.6688,-73.9932,hotel
143,The Box House Hotel,77 Box Street,,40.7375,-73.9533,hotel
144,Hotel Le Jolie,235 Meeker Ave,,40.7164,-73.9508,hotel
145,Super 8 Brooklyn / Park Slope Hotel,267 3rd Ave,,40.6778,-73.9858,hotel
146,Red Lion Inn and Suites Brooklyn,279 Butler St,,40.6813,-73.9849,hotel
147,Best Western Gregory Hotel,8315 4th Ave,,40.6245,-74.0277,hotel
148,Pointe Plaza Hotel,2 Franklin Ave,,40.6991,-73.959,hotel
149,International Students Residence,341 Broadway,,40.7078,-73.9562,hotel
150,Comfort Inn Red Hook,17 Seabring Street,,40.6802,-74.0058,hotel
151,"Brooklyn Way Hotel, BW Premier Collection",764 4th Ave,,40.66,-73.9987,hotel
152,Fairfield Inn & Suites by Marriott New York Brooklyn,181 3rd Ave,,40.6806,-73.9839,hotel
153,Galaxy Motel,860 Pennsylvania Avenue,,40.6568,-73.8894,hotel
154,Days Inn Brooklyn,437 39th Street,,40.652,-74.0052,hotel
155,New York Marriott at the Brooklyn Bridge,333 Adams St,,40.6937,-73.9887,hotel
156,Red Carpet Inn New York City,980 Wyckoff Ave,,40.6959,-73.9047,hotel
157,Oasis Motel in Brooklyn,12091 Flatlands Ave,,40.6523,-73.8874,hotel
158,Lexington Inn - Brooklyn NY,2473 Atlantic Ave,,40.676,-73.9032,hotel
159,Sankofa Aban Bed and Breakfast,107 Macon Street,,40.6814,-73.947,hotel
160,Lefferts Gardens Residence Bed and Breakfast,44 Rutland Road,,40.6589,-73.9591,hotel
161,The Missing Lantern,1156 Dean St,,40.6769,-73.9513,hotel
162,Riviera Motor Inn Brooklyn,2969 Atlantic Ave,,40.6782,-73.8842,hotel
163,Brooklyn Motor Inn,140 Hamilton Ave,,40.6818,-74.0061,hotel
164,Henry Norman Hotel,251 North Henry Street,,40.728,-73.944,hotel
165,Hotel Lynx,1420 Atlantic Avenue,,40.6781,-73.945,hotel
166,Hampton Inn Brooklyn Downtown NY,125 Flatbush Avenue Extension,,40.6954,-73.9841,hotel
167,Green Point YMCA,99 Meserole Avenue,,40.727,-73.9532,hotel
168,Comfort Inn Brooklyn City Center,599 Utica Ave,,40.6589,-73.9311,hotel
169,Bklyn House,9 Beaver Street,,40.7008,-73.9395,hotel
170,La Quinta Inn & Suites Brooklyn East,1412 Pitkin Ave,,40.6686,-73.922,hotel
171,Oyo Bed & Breakfast,1390 Bedford Avenue,,40.6757,-73.9533,hotel
172,Sumner Hotel,22 Sumner Place,,40.7009,-73.9406,hotel
173,Habitat 101,101 Sutton Street,,40.7265,-73.9408,hotel
174,Cesar Suites at New York South,381 S 3rd St,,40.7088,-73.9523,hotel
175,Sleep Inn Prospect Park South,1118 36th St,,40.6442,-73.9877,hotel
176,Quality Inn,95 Chester Street,,40.6693,-73.9116,hotel
177,Americas Best Value Inn,1705 Linden Boulevard,,40.6574,-73.8993,hotel
178,The Brooklyn,1199 Atlantic Avenue,,40.6787,-73.9512,hotel
179,Best Western Plus Brooklyn Bay Hotel,3003 Emmons Avenue,,40.584,-73.9382,hotel
180,Vacation Rental in New York,416 Van Siclen Avenue,,40.6693,-73.8895,hotel
181,Holiday Inn Brooklyn Downtown,300 Schermerhorn Road,,40.6876,-73.9825,hotel
182,New York City Summer Dorms,"Conolly Hall, Long Island University",,40.6919,-73.9804,hotel
183,Dazzler Brooklyn,85 Flatbush Ave Extension,,40.6963,-73.9846,hotel
184,Midwood Suites Brooklyn,1078 East 15 Street,,40.6233,-73.9611,hotel
185,Comfort Inn Brooklyn,3218 Emmons Ave,,40.5842,-73.9324,hotel
186,The William Vale Hotel,111 North 12th Street,,40.7224,-73.9573,hotel
187,Sleep Inn Coney Island,2586 Stillwell Ave,,40.5846,-73.983,hotel
188,Wyndham Garden Brooklyn Sunset Park,457 39th Street,,40.6518,-74.0047,hotel
189,Hipster's Cove Bed & Breakfast,1300 Sterling Place,,40.6717,-73.9355,hotel
190,EVEN Hotel Brooklyn,46 Nevins Street,,40.6875,-73.9817,hotel
191,Hilton Brooklyn New York,140 Schermerhorn Street,,40.6898,-73.9881,hotel
192,1 Hotel Brooklyn Bridge,60 Furman Street,,40.7016,-73.9955,hotel
193,The Justice Manor,154 Washington Ave,,40.6941,-73.967,hotel
194,Your NYC Vacation,61 Jefferson Avenue,,40.6827,-73.9548,hotel
195,Howard Johnson Brooklyn,524 Rockaway Avenue,,40.6671,-73.9104,hotel
196,La Quinta Inn & Suites Brooklyn - Williamsburg,437 Union Avenue,,40.7132,-73.9515,hotel
197,Franklin Guesthouse,214 Franklin Street,,40.7331,-73.9581,hotel
198,Bogart Hotel,19 Bogart Street,,40.7039,-73.9332,hotel
199,Hotel RL by Red Lion Brooklyn,1080 Broadway,,40.6943,-73.9311,hotel
200,La Quinta Inn & Suites Brooklyn Central,1229 Atlantic Avenue,,40.6786,-73.9502,hotel
201,Illumination Bed & Breakfast,138 Saint James Place,,40.6858,-73.9646,hotel
202,Bright 3BR in Williamsburg by Sonder,Grand Street and Humboldt St,,40.7118,-73.9422,hotel
203,Holiday Inn Express & Suites Buffalo Downtown,601 Main St,,42.8902,-78.873,hotel
204,Best Western on the Avenue,510 Delaware Ave,,42.8983,-78.8744,hotel
205,DoubleTree Club by Hilton Buffalo Downtown,125 High St,,42.9003,-78.8646,hotel
206,Embassy Suites Buffalo,200 Delaware Avenue,,42.8899,-78.877,hotel
207,Hampton Inn & Suites Buffalo Downtown,220 Delaware Ave,,42.8905,-78.8769,hotel
208,Hotel @ The Lafayette,391 Washington St,,42.8849,-78.8735,hotel
209,Hyatt Regency Buffalo / Hotel and Conference Center,Two Fountain Plaza,,42.8886,-78.8746,hotel
210,The Mansion On Delaware Ave,414 Delaware Ave,,42.8956,-78.8752,hotel
211,Courtyard Buffalo Downtown / Canalside,"One Canalside, 125 Main Street",,42.8777,-78.8759,hotel
212,Lofts on Pearl,92 Pearl Street,,42.8815,-78.877,hotel
213,Adam's Mark Buffalo,120 Church St,,42.8837,-78.8799,hotel
214,Hilton Garden Inn Buffalo Downtown,10 Lafayette Square,,42.886,-78.8738,hotel
215,Buffalo Marriott Harborcenter,95 Main St,,42.8772,-78.8772,hotel
216,The Westin Buffalo,250 Delaware Ave,,42.8908,-78.8767,hotel
217,Burdett House Bed & Breakfast,3789 Main Street,,42.4173,-76.8505,hotel
218,"Motel 6 Calcium, NY",8000 Virginia Smith Drive,,44.0337,-75.8417,hotel
219,Villa Roma Resort and Conference Center,356 Villa Roma Rd,,41.7623,-74.9758,hotel
220,Econo Lodge Inn & Suites Canandaigua,4232 Route 5 and 20,,42.8696,-77.2345,hotel
221,Holiday Inn Express Canandaigua - Finger Lakes,330 Eastern Blvd.,,42.8764,-77.2498,hotel
222,Chalet of Canandaigua,3770 State Route 21,,42.8438,-77.3143,hotel
223,Onanda by the Lake,4926 West Lake Road,,42.7853,-77.314,hotel
224,Super 8 Canandaigua,4450 Eastern Blvd,,42.8778,-77.2569,hotel
225,Morgan Samuels Inn,2920 Smith Rd,,42.8903,-77.2314,hotel
226,1837 Cobblestone Cottage,3402 West Lake Rd,,42.8635,-77.2816,hotel
227,Bed and Breakfast at Oliver Phelps,252 North Main Street,,42.8955,-77.2873,hotel
228,The Bella Ella Bed & Breakfast,2300 Brickyard Rd,,42.9186,-77.3248,hotel
229,Filigree Inn Bed & Breakfast,5406 Bristol Valley Road Route 64,,42.7574,-77.4062,hotel
230,Days Inn Canastota/Syracuse,377 North Peterboro Street,,43.0893,-75.7511,hotel
231,Best Western University Inn,90 E Main Street,,44.5966,-75.1535,hotel
232,University Suites Hotel,6000 US 11,,44.6014,-75.139,hotel
233,"Homewood Suites by Hilton Carle Place - Garden City, NY",40 Westbury Ave,,40.7494,-73.6195,hotel
234,Springhill Suites by Marriott Carle Place Garden City,20 Westbury Avenue,,40.7493,-73.6204,hotel
235,Pleasant Night Inn,30 N Broad St,,43.9725,-75.6268,hotel
236,Hampton Inn & Suites Cazenovia,25 Lakers Ln,,42.9257,-75.8408,hotel
237,The Lincklaen House,79 Albany Street,,42.9302,-75.853,hotel
238,Chalet Inn & Suites Centerport,23 Centershore Road,,40.888,-73.3722,hotel
239,Residence Inn Long Island Islip/Courthouse Complex,7 Courthouse Drive,,40.7644,-73.1922,hotel
240,"Americas Best Value Inn, Central Valley",139 Route 32,,41.3228,-74.1238,hotel
241,Hampton Inn Harriman Woodbury,60 Centre Dr,,41.3155,-74.1283,hotel
242,Crabtree's Kittle House Restaurant & Inn,11 Kittle Road,,41.1816,-73.7454,hotel
243,Spencer Hotel,25 Palestine Avenue,,42.2078,-79.4664,hotel
244,Hampton Inn & Suites Buffalo Airport,133 Buell Avenue,,42.9295,-78.7373,hotel
245,Comfort Suites Buffalo Airport,901 Dick Rd,,42.9267,-78.7427,hotel
246,Sleep Inn & Suites Buffalo Airport,100 Holtz Dr,,42.9369,-78.7175,hotel
247,Best Western The Inn At Buffalo Airport,4630 Genesee St,,42.9349,-78.7146,hotel
248,Fairfield Inn & Suites by Marriott Buffalo Airport,4271 Genesee Street,,42.9322,-78.7277,hotel
249,Hilton Garden Inn Buffalo Airport,4201 Genesee St,,42.9313,-78.7321,hotel
250,TownePlace Suites Buffalo Airport,4265 Genesee St,,42.9304,-78.7291,hotel
251,Hampton Inn Buffalo-Airport / Galleria Mall,1745 Walden Ave,,42.9086,-78.7727,hotel
252,Holiday Inn Express Hotel & Suites Buffalo-Airport,131 Buell Ave,,42.9284,-78.7392,hotel
253,Holiday Inn Express Cheektowaga North East,83 Anderson Rd,,42.9058,-78.7715,hotel
254,Homewood Suites by Hilton Buffalo Airport,760 Dick Rd,,42.9244,-78.7419,hotel
255,Residence Inn by Marriott Buffalo Galleria Mall,107 Anderson Rd,,42.9077,-78.7715,hotel
256,Comfort Inn Cheektowaga,475 Dingens St,,42.8777,-78.798,hotel
257,Best Western Plus Galleria Inn & Suites,601 Dingens St,,42.8776,-78.7948,hotel
258,Days Hotel Buffalo Airport,4345 Genesee St,,42.9326,-78.7257,hotel
259,Courtyard Buffalo Airport,4243 Genesee St,,42.9319,-78.7296,hotel
260,Quality Inn Buffalo Airport,4217 Genesee St,,42.9317,-78.7303,hotel
261,Holiday Inn Buffalo - International Airport,4600 Genesee St,,42.9346,-78.7159,hotel
