id_restroom,Name,Location,city,Latitude,Longitude
1921,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
1922,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
1923,Orville & Wilbur Playground,West 156 Street & St. Nicholas Avenue,,40.828,-73.9424
1924,Osborn Playground,Linden Boulevard & Osborn Street,,40.6552,-73.9051
1925,Owen Dolen Recreation Center,"Westchester Avenue, Lane Avenue, East Tremont Avenue",,40.841,-73.8645
1926,P.O. Nicholas Demutis Playground,102 Street & Liberty Avenue,,40.6838,-73.8335
1927,P.O. Serrano Playground,"Turnbull Avenue, Olmstead Avenue, Lafayette Avenue",,40.8236,-73.8522
1928,Paerdegat Park,"Foster Avenue, East 40-41 streets",,40.6393,-73.9378
1929,Parkside Playground,"Arnow Avenue, Adee Avenue, Olinville Avenue",,40.8697,-73.8682
1930,Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue),"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
1931,Pelham Bay Park (Bruckner CS),"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
1932,Pelham Bay Park (Hunter Island Picnic Area),"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
1933,Pelham Bay Park (Playground for All Children),Bruckner Expressway & Buhre Avenue,,40.8469,-73.8324
1934,Pelham South Park Headquarters,"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
1935,People's Park Playground,"Brook Avenue, East 141 Street",,40.8096,-73.9181
1936,Peter's Field,183 Place & Henderson Avenue,,40.7069,-73.7741
1937,PFC Thomas Norton Memorial Playground,Nostrand Avenue & Marine Parkway,,40.6148,-73.9446
1938,Pierrepont Playground,"Furman Street, Pierrepont Place",,40.6972,-73.9977
1939,Playground 70,West End Avenue & West 70 Street,,40.7785,-73.9854
1940,Playground 90/PS 148 Playground,Northern Boulevard & 90 Street,,40.7565,-73.8781
1941,Playground Fifty-Two,"Kelly Street, St. John's Avenue, Beck Street",,47.5556,-52.7453
1942,Police Officer Reinaldo Salgado Playground,Madison Street & Patchen Avenue,,40.686,-73.9267
1943,Potomac Playground,Tompkins Avenue & Halsey Street,,40.6825,-73.9437
1944,Pratt Playground,"Willoughby Avenue, Emerson Place",,40.6923,-73.9619
1945,Prescott Playground,Hylan Boulevard & Huguenot Avenue,,40.524,-74.1861
1946,Prospect Park (East Parade Grounds),Argyle Road/Parade Place./Parkside Avenue/Caton Avenue,,40.6397,-73.966
1947,Prospect Park (Litchfield Villa),Prospect Park West/3rd Street/7th Street,,40.6725,-73.9705
1948,Prospect Park (Middle Long Meadow),Picnic House,,45.5176,-122.6813
1949,Prospect Park (The Bandshell),Prospect Park West/7th Street/15th Street,,40.6725,-73.9705
1950,Prospect Park (West Parade Grounds),Coney Island Avenue/Arglye Road/Parkside Avenue/Caton Avenue,,40.6526,-73.9594
1951,Prospect Park (Wollman Rink & Flower Garden),Prospect Lake/East Lake Drive/south of Breeze Hill/Parking Lot,,41.7051,-85.9312
1952,PS 1 Playground,"46 & 47 streets, 3 Avenue",,40.8328,-73.9051
1953,PS 286 Playground,"Avenue Y, between Brown & Haring streets",,40.5897,-73.9586
1954,PS 59 Sumner Playground,"Throop, Park, Mytrle avenues",,35.2959,-120.6766
1955,Queens Farm Museum,"Little Neck Parkway, Commonwealth Boulevard, south of Grand Central Parkway",,40.751,-73.7285
1956,Queensbridge Park,"21 Street, Bridge Plaza, Vernon Boulevard, East River",,40.7578,-73.9458
1957,Railroad Playground,Ditmas Avenue between East 91 & East 92 streets,,41.7296,-87.5892
1958,Rainey Park,"Dawson Street, Beck Street, Kelly Street, Intervale Avenue, Longwood Avenue",,40.8163,-73.8962
1959,Randall Playground,"Randall Avenue, Castle Hill Avenue",,40.8191,-73.848
1960,Red Hook Park,"Otsego, Bay, Hicks, Lorraine, Court, Halleck streets",,26.4587,-81.9531
1961,Red Hook Park (Recreation Center),"Otsego, Bay, Hicks, Lorraine, Court, Halleck streets",,26.4587,-81.9531
1962,Reiff Playground,"Fresh Pond Road, 63 Street, 59 Drive",,40.7036,-73.8953
1963,Rev. Polite Playground,"Rev. James Polite Avenue, Intervale Avenue, East 167 Street",,40.826,-73.8968
1964,Richman (Echo) Park Playground,"East 178 Street & Ryer Avenue, Upper Level",,40.8499,-73.9018
1965,Rienzi Playground,"East 226 Street, Barnes Avenue, East 225 Street",,40.8869,-73.8576
1966,Riverbend Playground,"Bailey Avenue, West Kingsbridge Road",,40.8674,-73.9064
1967,Riverside Park (Boat Basin),"Riverside Drive to Hudson River, West 59th Street to Clair Place",,40.8518,-73.9419
1968,Riverside Park (Caf̩),"105th Street, next to Henry Hudson Parkway",,40.8403,-73.9461
1969,Riverside Park (Classic Playground),72nd to 79th streets between Hudson River and Henry Hudson Parkway,,40.7736,-73.9558
1970,Riverside Park (Dinosaur Playground),West 97 Street & Riverside Drive,,40.7966,-73.9743
1971,Riverside Park (Hippo Playground),West 91 Street & Riverside Drive,,40.7927,-73.9771
1972,Riverside Park (Neufeld Playground),West 76 Street & Riverside Drive,,40.7832,-73.9845
1973,Riverside Park (River Run Playground),West 83 Street & Riverside Drive,,40.7877,-73.9812
1974,Riverside Park (Riverbank Playground),West 142 Street & Riverside Drive,,40.8254,-73.9537
1975,Riverside Park (Ten Mile River Playground),West 148 Street & Hudson River,,40.8241,-73.9369
1976,Rochdale Park,"Guy Brewer Boulevard, 134 Avenue",,40.6734,-73.7758
1977,Rockaway Beach 106 Comfort Station,Beach 106 Street,,40.5829,-73.8279
1978,Rockaway Beach 117th L/G,Beach 117 Street,,40.5795,-73.8381
1979,Rockaway Beach 86 Comfort Station,Beach 86 Street,,40.5891,-73.8115
1980,Rockaway Beach 97 Comfort Station,Beach 97 Street,,40.5849,-73.8188
1981,Roger Morris Park (Morris Jumel Mansion),"Jumel Terrace to Edgecombe Avenue, West 160 to West 162 streets",,40.8343,-73.9393
1982,Rolf Henry Playground,New York & Clarkson avenues,,40.6561,-73.9396
1983,Rose Hill Park,"Webster Avenue, Harlem River, East Fordham Road",,40.8648,-73.8875
1984,Rudd Playground,Aberdeen Street & Bushwick Avenue,,40.6824,-73.9056
1985,Rufus King Park,"Jamaica Avenue, 153 Street, 89 Avenue, 150 Street",,40.7023,-73.8115
1986,Russell Pederson Playground,"Colonial Road, 83 to 85 streets",,41.0703,-73.5295
1987,Russell Sage Playground (JHS 190),"68 Avenue, Booth to Austin streets",,30.2672,-97.7431
1988,Sara D. Roosevelt Park,East Houston Street to Canal Street,,40.7221,-73.9858
1989,Saratoga Square Park,"Howard Avenue, Halsey, Macon streets",,32.8639,-83.5762
1990,Seaside Playground (PS 225),"Rockaway Beach Boulevard, B109-B110 streets",,40.5831,-73.8227
1991,Seth Low Playground,"Avenue P, Bay Parkway, West 12 Street",,40.6072,-73.9884
1992,Seton Park,"West 135 Street, Independence Avenue, West 232 Street",,40.8849,-73.9163
1993,Seton Park Playground,West 235 Street & Douglas Avenue,,40.8869,-73.9166
1994,Sheltering Arms Park,"West 129 Street, Amsterdam Avenue",,40.8151,-73.955
1995,Sheltering Arms Park (Pool),"West 129 Street, Amsterdam Avenue",,40.8151,-73.955
1996,Shore Road Park,Owl's Head Park to Fort Hamilton Parkway Narrows Avenue,,40.6401,-74.0323
1997,Silver Lake Park,"Victory Boulevard, Clove Road, Forest Avenue",,40.6118,-74.1384
1998,Slattery Playground,"East 183 Street, Ryer Avenue, Valentine Avenue",,40.8571,-73.8991
1999,Smokey Oval,125 Street & Atlantic Avenue,,40.811,-73.9531
2000,Sol Bloom Playground,"Columbus Avenue, West 91 to West 92 streets, Central Park West",,40.7907,-73.9723
2001,Soundview Park Playground,Metcalf Avenue between Seward and Randall avenues,,60.1048,-149.4421
2002,South Beach,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",,40.5812,-74.0758
2003,South Beach (Saturn Playground),"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",,40.5812,-74.0758
2004,Space Time Playground,"Streetory Avenue, Bolton Avenue, Lafayette Avenue, Underhill Avenue",,40.8218,-73.8602
2005,Sperandeo Brothers Playground,Atlantic Avenue & Elton Street,,40.6779,-73.8845
2006,St. Mary's Park (Recreation Center),450 St. Ann's Avenue,,40.8114,-73.9141
2007,St. Mary's Park West,St. Anns Avenue & East 147 Street,,40.813,-73.9137
2008,St. Mary's Playground East Playground,Jackson Avenue between East 144 and 145 streets,,40.7456,-73.946
2009,St. Nicholas Park,West 133 Street & St. Nicholas Avenue,,40.8157,-73.9486
2010,St. Nicholas Park,West 129 Street & St. Nicholas Terrace,,40.8135,-73.9513
2011,St. Nicholas Park (Arlington Edinboro Playground),West 140 Street & St. Nicholas Avenue,,40.8206,-73.9465
2012,St. Vartan Park,"East 35-East 36 streets, between 1 & 2 avenues",,37.9418,-96.7516
2013,Stanley Isaacs,East 96-97 streets & FDR Drive,,40.7872,-73.9524
2014,Stars & Stripes Playground,"Baychester Avenue, Crawford Avenue",,40.8851,-73.8404
2015,Sternberg Park,"Montrose Avenue, Boerum, Lorimer, Leonard streets",,40.7078,-73.9399
2016,Stroud Playground,Classon Avenue & Sterling Place,,40.674,-73.9604
2017,Surf Playground,West 27 Street & Surf Avenue,,40.5732,-73.9928
2018,Taylor Playground,"Guerlain Street, Thieriot Avenue, Taylor Avenue",,40.8395,-73.8658
2019,Tecumseh Playground,West 77 Street & Amsterdam Avenue,,40.7818,-73.9793
2020,The Pearly Gates,"Tratman Avenue, Street Peter's Avenue",,40.8389,-73.8458
2021,Thomas Jefferson Park,"1 Avenue to FDR Drive, East 111 to East 114 streets",,40.7497,-73.9668
2022,Tiger Playground,Evergreen Avenue & Eldert Street,,40.6881,-73.9117
2023,Tilden Playground,"Tilden Avenue, East 48 to East 49 streets",,40.6481,-73.9319
2024,Todt Hill Playground,Schmidts Lane & Manor Road,,40.6088,-74.1212
2025,Tompkins Square Park,"Avenues A to B, East 7 to East 10 streets",,40.7261,-73.9835
2026,Tremont Park Playground,Corner of East 175 Street & Arthur Avenue,,40.8439,-73.8947
2027,Underhill Playground,Underhill Avenue & Prospect Place,,40.6771,-73.966
2028,Union Square Park,"Broadway to 4 Avenue, East 14 Street to East 17 streets",,40.6562,-74.3037
2029,Van Cortlandt Park (Allen Shandler Recreation Area),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",,40.8972,-73.8861
2030,Van Cortlandt Park (Classic Playground),Van Cortlandt Park South and Gouverneur Avenue,,40.8849,-73.8908
2031,Van Cortlandt Park (Indian Field),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",,40.8972,-73.8861
2032,Van Cortlandt Park (Pool Building),West 242nd Street & Broadway,,40.8895,-73.8984
2033,Van Cortlandt Park (Stables Area),Broadway and West 254th Street,,40.9011,-73.8969
2034,Van Cortlandt Park (Stadium),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",,40.8972,-73.8861
2035,Van Cortlandt Park (UC Pool Headquarters),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",,40.8972,-73.8861
2036,Van Cortlandt Park (UC Pool Men's Locker),West 242nd Street & Broadway,,40.8895,-73.8984
2037,Van Voorhees Lower Park,"Congress, Columbia, West/South BQE",,30.0284,-90.0383
2038,Vinmont Veteran Playground,"Mosholu Avenue, West 254 Street, Riverdale Avenue, West 256 Street",,40.8996,-73.9088
2039,Virginia Playground,"Virginia Avenue, McGraw Avenue, Cross Bronx Expressway, White Plains Road",,40.8343,-73.863
2040,Vleigh Place Playground,Vleigh Place & 141 Street,,40.7232,-73.8205
2041,Wagner Pool,East 124 Street between 1 & 2 Avenues,,53.5892,-113.5366
2042,Wakefield Playground,"Matilda Avenue, East 239 Street, Carpenter Avenue",,40.9012,-73.8556
2043,Washington Square Park Western Half,"5 Avenue, Waverly Place, West 4 & MacDougal streets.",,40.73,-74.0005
2044,Watson Gleason Playground,"Gleason Avenue, Rosedale Avenue, Watson Avenue, Nobel Avenue",,40.8273,-73.8692
2045,Webster Playground,E. 188 St. Bet. Webster Ave. And Park Ave.,,40.8586,-73.8911
2046,West 2nd Street Comfort Station,W. 2nd Street,,39.525,-119.8234
2047,West 59th Street Recreation Center & Pool,"West 59 to West 60 streets, Amsterdam to West End avenues",,52.3676,4.9041
2048,Whitestone Playground (PS 193),12 Avenue & 153 Street,,36.1549,-86.7864
2049,William E. Kelly Memorial Park,"Avenue S, East 14 & East 15 streets",,32.6778,-117.076
2050,William Sheridan Playground,"Wythe Avenue, Berry & Grand streets",,40.7132,-73.9656
2051,Willis Playground,"East 139 Street, East 140 Street, Willis & Alexander avenues",,38.8729,-94.5363
2052,Willow Lake Playground (PS 196),Grand Central Parkway between 71 & 72 avenues,,40.7186,-73.7957
2053,Willowbrook Park,Richmond Avenue To Victory Boulevard,,40.5804,-74.1692
2054,Wingate Park,Brooklyn Avenue & Rutland Road,,40.6597,-73.9454
2055,Woods Playground,Bergen Street & Utica Avenue,,40.675,-73.9305
2056,Yak Playground,Avenue Y between Coyle & Batchelder streets,,40.5897,-73.9586
2057,Zimmerman Playground,"Britton Street, Barker Avenue, Olinville Avenue",,40.8666,-73.8692
2058,Arcilla Playground,"Teller Avenue, Park Avenue, Clay Avenue, East 64 Street",,40.8299,-73.9131
2059,Behagen Playground,"Tinton Avenue, East 165 Street, Union Avenue, East 166 Street",,40.826,-73.9005
2060,Belmont Playground,"Crotona Avenue, East 181 Street",,40.8489,-73.8882
2061,Capt. Rivera Playground,"East 156 Street, Forest Avenue",,40.8185,-73.9078
2062,Clark Playground,"3 Avenue, East 144 Street, East 146 Street",,40.8138,-73.9221
2063,Crotona Park (Pool House),173rd Street and Fulton Avenue,,40.8407,-73.8983
2064,Franz Sigel Park,"East 153 Street, Gerard Avenue, East 151 Street, Walton Avenue",,40.8211,-73.9275
2065,Magenta Playground,"Olinville Avenue, Rosewood Street",,40.8732,-73.8682
2066,Mathew Muliner Playground,"Delancy Place, Muliner Avenue, Matthews Avenue",,40.8656,-73.8629
2067,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
2068,Parkside Playground,"Arnow Avenue, Adee Avenue, Olinville Avenue",,40.8697,-73.8682
2069,Pelham Bay Park (Hunter Island Picnic Area),"Bruckner Boulevard, Eastchester Bay, Hutchinson",,40.824,-73.8771
2070,Pelham Bay Park (Playground for All Children),Bruckner Expressway & Buhre Avenue,,40.8469,-73.8324
2071,Richman (Echo) Park Playground,"East 178 Street & Ryer Avenue, Upper Level",,40.8499,-73.9018
2072,Riverbend Playground,"Bailey Avenue, West Kingsbridge Road",,40.8674,-73.9064
2073,St. Mary's Playground East Playground,Jackson Avenue between East 144 and 145 streets,,40.7456,-73.946
2074,Coney Island Beach,Stillwell Avenue,,40.5908,-73.9841
2075,Coney Island Beach,West 16th Street,,41.4515,-81.6922
2076,Glenwood Playground,Ralph Avenue & Farragut Road,,40.6375,-73.9192
2077,Jesse Owens Playground,Stuyvesant & Lafayette avenues,,40.6919,-73.9338
2078,Prospect Park (Middle Long Meadow),Picnic House,,45.5176,-122.6813
2079,Prospect Park (The Bandshell),Prospect Park West/7th Street/15th Street,,40.6725,-73.9705
2080,PS 286 Playground,"Avenue Y, between Brown & Haring streets",,40.5897,-73.9586
2081,Sternberg Park,"Montrose Avenue, Boerum, Lorimer, Leonard streets",,40.7078,-73.9399
2082,Tiger Playground,Evergreen Avenue & Eldert Street,,40.6881,-73.9117
2083,Yak Playground,Avenue Y between Coyle & Batchelder streets,,40.5897,-73.9586
2084,Carl Schurz Park,East 84 Street & East End Avenue,,40.7736,-73.9457
2085,Central Park (Dana Discovery Center),110th Street between Fifth Avenue and Malcolm X Boulevard,,40.8096,-73.9442
2086,Central Park Delacorte Comfort Station,Mid-Park at 80th Street,,37.4919,-86.2799
2087,Central Park (North Meadow Recreation Center),Mid-park at 97th Street,,37.4919,-86.2799
2088,Central Park (Wollman Rink),Center Drive to East Drive (including Gapstow Bridge),,40.7669,-73.9738
2089,Chelsea Recreation Center,"South of West 25 Street, 9 to 10 avenues",,40.7434,-73.9896
2090,Fort Tryon Park (Anne Loftus Playground),Broadway & Dyckman Street,,40.8655,-73.9273
2091,Fort Washington Park (Lily Brown Playground),"West 162 Street, east of Riverside Drive",,40.8349,-73.9378
2092,Hamilton Fish Park (Recreation Center),Between East Houston & Stanton streets,,29.6933,-95.4235
2093,J. Hood Wright Park,"Ft. Washington & Haven avenues, West 173 Street",,40.8421,-73.9423
2094,Jackie Robinson Park (Recreation Center),"Bradhurst & Edgecombe avenues,West 145 to West 155 streets",,40.8215,-73.9446
2095,Morningside Park,West 123 Street & Morningside Avenue,,40.8101,-73.955
2096,Riverside Park (Caf̩),"105th Street, next to Henry Hudson Parkway",,40.8403,-73.9461
2097,Sara D. Roosevelt Park,East Houston Street to Canal Street,,40.7221,-73.9858
2098,Cunningham Park (HQ8),"South of Union Turnpike, between Francis Lewis Boulevard & 193rd Street",,40.7241,-73.7639
2099,Flushing Meadows Corona Park (Passerelle),"Unisphere Fountain to pool, at Meridian Road",,40.7464,-73.8451
2100,Flushing Meadows Corona Park (Playground for All Children),111 Street and Corona Avenue,,40.7408,-73.8501
2101,Juniper Valley Park,Lutheran Avenue; North and South Juniper boulevards; and the pathway from 76th Street on north end to 75th Street on south end,,35.2126,-80.8588
2102,Michaelis-Bayswater Park,"Beach Channel Drive, B 32 Street, Dwight Avenue, Norton Avenue",,40.5885,-73.8174
2103,Arrochar Playground,"Sand Lane, Major Avenue, McFarland Avenue",,40.5978,-74.0718
2104,Blood Root Valley (Greenbelt Nature Center),"Rockland, Manor and Brielle avenues, Forest Hill Road",,45.5484,-75.2916
2105,Blood Root Valley (Park House),"Rockland, Manor and Brielle avenues, Forest Hill Road",,45.5484,-75.2916
2106,Blue Heron Park Preserve (Nature Center),Poillon Avenue,,40.5303,-74.1765
2107,Double Nickel Playground,Osborne Street and Preston Avenue,,49.8727,-97.1405
2108,Grandview Playground,"Grandview Avenue, Continental Place",,40.6306,-74.1652
2109,High Rock Park (McArthur Park),Richmond Parkway & Moravian Cemetery at Rockland Avenue,,40.5885,-74.1446
2110,Joline Pool Playground (Modular Equipment),"Joline Avenue, Hylan Boulevard",,40.5062,-74.2349
2111,Markham Playground,"Willowbrook Parkway, Forest Avenue & Houston Street",,29.8531,-95.2086
2112,Midland Beach & Boardwalk,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",,40.5812,-74.0758
2113,Midland Field,Midland Avenue & Mason Avenue,,40.5748,-74.0976
2114,South Beach (Saturn Playground),"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",,40.5812,-74.0758
2115,Todt Hill Playground,Schmidts Lane & Manor Road,,40.6088,-74.1212
2116,Coney Island,Brighton 2nd,,40.5769,-73.9651
2117,Coney Island,W 33 St.,,40.7521,-73.9954
2118,Marine Park Nature Center,East 33rd Street and Avenue U,,40.6051,-73.9299
2119,Bendheim Playground,100th Street and Fifth Ave,,40.7744,-73.9656
2120,Liberty Pool,173rd Street and 106th Avenue,,40.8446,-73.9387
2121,Rockaway Beach 86 Comfort Station,Beach 86 Street,,40.5891,-73.8115
2122,Rockaway Beach 97 Comfort Station,Beach 97 Street,,40.5849,-73.8188
2123,Rockaway Beach 106 Comfort Station,Beach 106 Street,,40.5829,-73.8279
2124,Rockaway Beach 117th L/G,Beach 117 Street,,40.5795,-73.8381
2125,Bloomingdale Park,"Richmond Pkwy, Bloomingdale Rd., Lenevar Ave",,40.5351,-74.208
2126,Conference House Park,"Pittsville St,Hylan Blvd.,Surf,Richard Aves",,38.3954,-75.413
